,0
163,58.3894560764618
164,59.7151843184768
165,57.2829427406068
166,59.3863619592369
167,59.5011888148445
168,57.1837740925821
169,57.1524576774164
170,54.8037265399883
171,52.8464505921316
172,54.835042955154
173,53.9216475128209
174,53.2379057817029
175,54.6053892439388
176,54.2817862872265
177,54.2504698720608
178,55.0646966663692
179,53.9216475128209
180,56.761002487845
181,61.1974946363203
182,59.8926440044158
183,58.7182784357018
184,58.4573083093209
185,57.3455755709383
186,57.5752292821534
187,58.3581396612961
188,58.5877933725113
189,57.6743979301782
190,59.6316738780349
191,60.545069320368
192,60.477217087509
193,60.7068707987242
194,62.1108900786534
195,62.0481887510734
196,62.5706998142403
197,63.0252844391956
198,64.3994885353246
199,63.7463497063659
200,63.9396787997377
201,64.0076052379494
202,62.9312324478255
203,63.4537435109924
204,63.4171677365708
205,64.3994885353246
206,65.214605793865
207,67.4039271485345
208,68.7102048064518
209,69.4312700736222
210,68.0884166412831
211,68.9819105592986
212,69.8231533709974
213,68.54822637687
214,68.6788541426618
215,69.6925256052056
216,67.6651826801179
217,65.0526273642833
218,65.3138828958667
219,66.7194376557858
220,66.2909785839889
221,65.3138828958667
222,64.3994885353246
223,65.2825322320767
224,65.183255130075
225,63.4850941747825
226,64.7234453944881
227,64.2688607695329
228,62.2415178444452
229,61.6563054536982
230,60.2194000299891
231,58.8451959338601
232,61.5570283516965
233,57.7688231437362
234,59.7595902944022
235,59.1430272398652
236,60.6112833273643
237,61.6249547899082
238,60.0208458259857
239,58.5212390746966
240,53.8813408337742
241,56.9850565489858
242,58.0614293391097
243,59.0437501378635
244,49.8684558686522
245,50.3909669318191
246,49.507923235067
247,48.5256024363132
248,47.7784116159844
249,45.7510686908967
250,48.4629011087331
251,48.95406150811
252,48.7555073041066
253,51.467339721943
254,51.498690385733
255,53.2647777792372
256,52.3138076442734
257,52.4130847462751
258,53.458106872609
259,52.3190327549051
260,52.0260461714776
261,48.6567004620617
262,50.9796655163795
263,52.0574375911306
264,51.9894228485492
265,51.4034496816942
266,53.3340219903502
267,54.0194013194395
268,51.5342472635815
269,51.5342472635815
270,52.2876413352521
271,51.5028558439286
272,51.2046373572256
273,52.2196265926708
274,48.9182956258363
275,50.0274591202402
276,51.4662325210001
277,54.0821841587454
278,50.6186641903707
279,48.7194833013676
280,50.7494617722579
281,49.7030811171598
282,49.1118760470294
283,47.7411173888509
284,48.3637138786343
285,45.9413426620821
286,47.3487246431891
287,47.1499123187205
288,44.9943681692184
289,42.6714031149006
290,46.5639391518655
291,44.371771679435
292,44.3089888401291
293,44.6019754235566
294,44.4711778416693
295,44.371771679435
296,49.5042687926912
297,48.756106624296
298,49.1798907896108
299,48.9496870454892
300,48.4264967179401
301,48.8869042061833
302,49.0177017880706
303,49.0804846273765
304,48.5259028801745
305,50.5872727707177
306,56.6667443768377
307,58.2049239398319
308,56.797541958725
309,57.0591371224995
310,57.7811397745172
311,57.9433287760574
312,59.7431035028261
313,60.1564238615899
314,61.0092240954948
315,58.5973166854937
316,59.6698568569692
317,57.6921974188338
318,58.7124185575545
319,59.7431035028261
320,61.2341959363409
321,59.7623963419425
322,58.6624749368761
323,60.181414020063
324,59.5790761077648
325,60.2861684395932
326,61.1661055636463
327,60.2337912298281
328,58.4005888880507
329,56.3107382184245
330,57.038781434159
331,54.4722981556706
332,55.1532018826165
333,53.7337794979832
334,52.3248325553029
335,55.5460309558545
336,53.5818855896645
337,54.9489307645328
338,55.519842350972
339,56.3316891023306
340,55.7660152368678
341,52.0053315757359
342,50.0149976046634
343,51.5339366878503
344,49.7373983929085
345,50.0516616514989
346,47.1918659983262
347,48.5012962424529
348,46.249076222555
349,46.6576184587225
350,46.6680939006755
351,48.977928851315
352,49.9678581158748
353,52.1153237162426
354,49.4493237392006
355,49.7793001607206
356,50.3764003520423
357,49.5802667636133
358,47.3437599066449
359,48.1870329838625
360,51.4396577102732
361,51.303476964884
362,50.2821213744652
363,51.8796262722998
364,51.0311154741057
365,50.3868757939953
366,50.6749504477032
367,52.2200781357727
368,55.7817283997973
369,59.9561920180733
370,60.1447499732275
371,58.6624749368761
372,59.013402242302
373,60.1552254151805
374,59.5738383867883
375,60.8623177470089
376,60.3071193234992
377,62.072231292582
378,60.4433000688884
379,59.5528875028822
380,60.6842352338077
381,60.7051861177137
382,61.721303987156
383,61.343739510769
384,60.4103162219233
385,58.6326168122678
386,59.0259131418376
387,59.5607961500525
388,60.7249532855792
389,60.3421448581312
390,61.5849612595718
391,62.4239934293208
392,61.8838664700449
393,61.5639854553281
394,62.7176546887329
395,61.7737434977653
396,60.4470238793498
397,59.073108701386
398,58.6273728612068
399,59.1989635268483
400,59.5922598564181
401,61.3384955597081
402,61.6164249659374
403,61.4853261894142
404,60.8822718174071
405,61.5430096510844
406,61.4853261894142
407,61.1130056640881
408,60.6987335302745
409,59.5712840521744
410,59.9226287732568
411,60.2215339837298
412,59.3038425480669
413,59.0468889460813
414,59.1884756247264
415,59.073108701386
416,59.2776227927623
417,59.5293324436869
418,60.357876711314
419,59.5188445415651
420,59.9645803817442
421,59.2461590863967
422,58.7846913930348
423,55.8480787989135
424,54.9146555100678
425,53.4673250172509
426,54.4584317677668
427,56.2413751284833
428,56.9126008642825
429,56.5402803389564
430,56.9126008642825
431,54.6839216633868
432,54.5370910336808
433,55.428562714039
434,55.507221979953
435,54.8045325377883
436,55.0038026781036
437,55.585881245867
438,54.9041676079459
439,55.507221979953
440,55.1716091120534
441,56.1417400583256
442,57.0541875429276
443,56.7290625771499
444,55.8533227499744
445,55.7169800223902
446,54.7101414186915
447,54.6523804478108
448,55.1092172175033
449,55.587057976607
450,55.7655918866018
451,55.1407232016201
452,55.5292970057263
453,54.920181312803
454,54.6628824425164
455,53.5024120275504
456,54.5893684795774
457,54.0852727337098
458,56.180420677472
459,56.1121577118857
460,55.1092172175033
461,54.6786354345748
462,52.6990094325739
463,52.4837185411097
464,53.2923721334389
465,52.6937584352212
466,51.4597740573161
467,50.7193834305731
468,50.6563714623397
469,49.0128092909172
470,50.6196144808702
471,50.4095745867587
472,49.0443152750339
473,47.5215260427256
474,49.7794549044242
475,49.5956699970766
476,47.9416058309486
477,47.2589761750862
478,48.1621477197657
479,48.6819964576916
480,49.2386021770871
481,50.9084193352735
482,51.0974552399738
483,51.4702760520217
484,51.7223239249555
485,51.0081882849764
486,51.0659492558571
487,52.1949136867064
488,52.9510573055077
489,53.5601729984311
490,53.4814080381393
491,54.0327627601819
492,53.1715991943248
493,53.9014878263623
494,55.266747138087
495,55.5608029898431
496,57.0100782592124
497,58.1075367059449
498,58.3700865735843
499,57.0363332459763
500,57.0520862380347
501,56.747528391573
502,57.7032099097803
503,57.4984210130216
504,57.7452178886026
505,59.6565809250172
506,59.8561188244231
507,59.8350890066543
508,59.9770402765937
509,60.3871217230851
510,61.3544933404495
511,60.118991546533
512,60.3292897242209
513,60.197853363166
514,60.4607260852759
515,60.6920540807326
516,60.1137340920908
517,60.6447369907528
518,61.1599675260882
519,60.0401297299
520,58.9623515692495
521,60.1610511820706
522,60.7709158973656
523,60.0033275488047
524,61.3229486137963
525,63.8254969282825
526,63.1630576685656
527,63.2997514840627
528,62.9106998553401
529,63.8780714727045
530,64.7718387278782
531,63.2208896674298
532,63.6677732950166
533,63.7939522016294
534,64.2460932836584
535,65.1346030843898
536,64.5089660057683
537,64.1409441948144
538,63.8517842004935
539,64.3512423725023
540,64.9295623611441
541,64.6141150946122
542,63.5941689328258
543,63.8780714727045
544,65.0136816322193
545,66.0336277940057
546,65.218722355465
547,65.5604568942078
548,65.4500503509217
549,64.2145485570052
550,63.252434394083
551,62.0642496901462
552,62.4848460455221
553,61.7225151514034
554,63.0368787619529
555,60.066417002111
556,58.0948715862868
557,56.7279334313154
558,57.1590446955756
559,57.4534621443387
560,56.8593697923703
561,54.1517807546384
562,55.4924316373989
563,56.7226759768732
564,56.7805079757373
565,56.1496134426736
566,55.8867407205637
567,56.133841079347
568,54.7019359144232
569,55.2704864946135
570,56.5286678711458
571,56.1022549360031
572,56.8919085196008
573,56.7971500895691
574,54.1649714775768
575,53.3279386789632
576,52.2803315913903
577,50.7378749247629
578,51.8275968701277
579,51.7486315117679
580,51.1432304310097
581,51.5012067222406
582,51.6538730817362
583,54.2334081214886
584,55.7495430019961
585,55.6284627858445
586,55.9601172909555
587,54.5966487699435
588,55.3231300668534
589,55.4020954252132
590,57.1182758802321
591,56.4233807266662
592,56.118048007675
593,56.2180707949308
594,55.9864390770754
595,56.5865758006097
596,55.5389687130368
597,56.2128064377068
598,55.5916122852766
599,54.5176834115838
600,54.1702358348008
601,54.428189338776
602,54.7493151294391
603,54.1491784059048
604,53.1436861761238
605,52.6225148109493
606,53.08577824666
607,51.1958740032495
608,46.0157464948487
609,46.1894702832402
610,46.8580436506863
611,44.3206234687257
612,45.0628978373075
613,44.9312889067079
614,45.3787592707466
615,44.6470136166128
616,46.8264575073424
617,46.8527792934623
618,46.2894930704959
619,45.9736316370569
620,45.5366899874662
621,45.6472414891698
622,44.5943700443729
623,44.1626927520062
624,44.0942561080944
625,44.3785313981896
626,44.1468996803342
627,43.0519133777455
628,40.0091149022824
629,40.2723327634816
630,43.4835906701122
631,42.1545591541791
632,42.0227107895032
633,43.3464683708493
634,45.0815928499841
635,44.5647472604546
636,45.065771046223
637,45.1923454763119
638,44.5383775875194
639,44.0109841288158
640,44.3010505311028
641,44.485638241649
642,43.8263964182695
643,43.2884550903919
644,43.0353062302141
645,43.3781119783715
646,42.428803752705
647,41.1947030593385
648,41.8275752097829
649,42.4815430985753
650,42.0121629203291
651,41.2949078164922
652,40.5038176284368
653,39.8129321975351
654,39.3699216922241
655,39.8709454779925
656,40.1715597494536
657,40.6831314043961
658,40.0502592539517
659,38.6843101959094
660,37.750823774004
661,36.2583002858728
662,36.7593240716412
663,36.1791912670673
664,36.9439117821875
665,37.9195896807892
666,37.9723290266595
667,35.6517978083637
668,36.1686433978932
669,37.1865127731912
670,38.7634192147149
671,37.603153605567
672,36.7435022678801
673,36.2635742204598
674,36.6063799686172
675,36.5009012768765
676,37.4449355679559
677,36.3954225851357
678,37.2814435957578
679,37.9986986995947
680,37.9723290266595
681,36.1264519211969
682,35.3617314060767
683,36.6749411182487
684,36.574736361095
685,35.0189256579193
686,37.5398663905226
687,37.8615764003318
688,37.1284994927338
689,35.994603556521
690,35.7994679768007
691,34.8026943398509
692,35.8100158459747
693,36.5589145573339
694,37.8485451995183
695,37.9648233721742
696,37.9331111432681
697,38.0018209725648
698,39.5980031608422
699,40.4330918553714
700,41.9394227284147
701,43.5990293745044
702,42.9542140534122
703,42.8115090233344
704,43.3347608002863
705,42.4943867342727
706,41.9764203288052
707,41.2047560920883
708,40.2005355100595
709,40.4965163131838
710,39.8411302491228
711,38.2396626893611
712,38.9690439542031
713,38.1498113741269
714,38.6889192655319
715,39.376017558499
716,39.9574084217788
717,39.2174564139681
718,37.9859648581117
719,38.3189432616265
720,38.223806574908
721,37.9225404002993
722,36.7597586737396
723,34.2492072186676
724,33.7840945280437
725,33.4933990964037
726,31.5800946190646
727,33.3031257229667
728,32.7798739460148
729,31.9025022796107
730,30.8190011253164
731,32.330617369844
732,31.5166701612523
733,31.7122289061737
734,29.9152026014905
735,30.0526222600839
736,30.1530443182868
737,29.1065407643831
738,30.433169006958
739,33.7840945280437
740,33.5198259538256
741,36.1942239249129
742,34.3020609335112
743,38.1603821170956
744,39.2438832713899
745,39.930981564357
746,39.3707321870146
747,39.4288712733426
748,38.107528402252
749,39.4077297874051
750,40.4648040842776
751,40.5599407709961
752,41.580017467478
753,41.7227224975558
754,42.4943867342727
755,43.6043147459888
756,43.1709142842711
757,43.1761996557554
758,41.8047702087551
759,41.0846373717202
760,40.9257845400213
761,41.9106720965544
762,42.0165739843536
763,42.7420019157785
764,42.3660502140912
765,41.9265573797243
766,41.4976547341373
767,43.2132653164852
768,44.9553513707829
769,44.7064819344547
770,45.643713641478
771,45.0400728810223
772,46.4379777999724
773,46.0249604375553
774,46.2261740243739
775,45.1194992968717
776,44.3146449495974
777,43.9810540030298
778,43.5892170181725
779,42.1436562497127
780,42.7843626708982
781,43.1232487118558
782,42.4507717243306
783,42.3607551197012
784,43.2185604108751
785,42.52490304579
786,41.9000819077744
787,41.6512124714462
788,42.249558137512
789,42.4984275738402
790,42.2336728543421
791,41.5664909612068
792,40.962850200751
793,40.3750947234652
794,41.0369815222105
795,42.6625754999291
796,43.234445694045
797,44.2616940056978
798,45.5378117536788
799,44.5793996690955
800,46.067321192675
801,46.4273876111925
802,46.3373710065631
803,46.9039461062891
804,46.3797317616828
805,45.5642872256286
806,43.0491173903963
807,42.6466902167592
808,42.2019022880023
809,42.9167400306473
810,41.825950586315
811,41.5241302060871
812,42.4190011579908
813,42.53019814018
814,41.4605890734075
815,41.4076381295079
816,41.397047940728
817,40.8198826522221
818,40.9098992568514
819,41.1217030324499
820,40.9041840253114
821,41.3339166979509
822,41.0580389327996
823,40.58586352706
824,40.2463216622584
825,41.0898709826248
826,42.0872752104793
827,42.1827713599548
828,41.9917790610039
829,42.4162063920058
830,41.67876390439
831,41.9493363279037
832,41.0633442744372
833,40.9996801747869
834,41.355138064501
835,41.0262068829745
836,40.6919703598105
837,41.2384205484755
838,40.8882680003989
839,41.3286113563134
840,40.1614361960581
841,39.9757492387447
842,39.8855584309068
843,41.6204051463772
844,41.912198936441
845,43.7478471430244
846,43.7531524846619
847,43.5038014276983
848,43.6099082604488
849,45.0423505025803
850,43.6364349686364
851,44.2730759651393
852,43.2650610540097
853,43.2120076376345
854,42.893687139383
855,41.6097944631022
856,41.7689547122279
857,43.217312979272
858,43.4560533529606
859,42.8618550895579
860,42.6920841571571
861,42.4798704916561
862,41.7583440289528
863,41.9175042780786
864,41.7795653955029
865,42.4798704916561
866,43.9229234170627
867,43.9706714918004
868,44.7028086377788
869,44.2253278904016
870,45.4296404421196
871,45.4933045417699
872,45.201510751706
873,44.5012056555528
874,45.1590680186058
875,45.4455564670321
876,45.0423505025803
877,45.5675793246952
878,46.4588767197993
879,45.9018158478592
880,46.4270446699741
881,46.07158678026
882,45.7367332999697
883,46.5340034911371
884,47.3046980092656
885,47.8255812008283
886,47.1452439710321
887,47.783060123966
888,47.2993828746578
889,45.949338684281
890,45.5879095309518
891,45.8058300498709
892,45.752678703793
893,45.3168376659549
894,46.608415375646
895,46.5446337603526
896,46.4330159335892
897,46.7944450869184
898,46.4170705297659
899,44.5514582824341
900,44.7800090705688
901,43.5309524377399
902,42.5476525353001
903,43.5841037838177
904,43.429964880192
905,44.6311853015509
906,44.6205550323353
907,43.9827388794014
908,44.9128874357634
909,44.8065847436077
910,45.019190127919
911,44.9394631088023
912,45.1361230892902
913,44.2112896675361
914,44.4504707248863
915,43.8445453795991
916,44.8331604166466
917,44.3388528981228
918,43.8498605142068
919,44.4292101864552
920,45.0404506663502
921,44.6205550323353
922,45.7579938384008
923,45.8430359921253
924,45.4284554927183
925,44.6630761091976
926,45.1201776854669
927,45.4018798196794
928,45.9440235496732
929,46.1034775879067
930,44.2910166866528
931,44.4983069363563
932,43.8498605142068
933,43.504376764701
934,43.7435578220512
935,43.3236621880364
936,44.407949648024
937,43.871121052638
938,43.4778010916621
939,43.0313297846083
940,43.185468688234
941,43.1960989574496
942,43.1216870729406
943,42.4413498431444
944,42.4732406507911
945,42.9738656816594
946,43.0750558474732
947,43.1496170222834
948,43.4105811341189
949,43.2454813898964
950,43.4372101251226
951,43.5597034837393
952,44.4810665724649
953,44.1242380930162
954,44.2307540570308
955,44.1242380930162
956,44.188147671425
957,43.6502420531516
958,43.9378351559908
959,43.6715452459545
960,43.6182872639473
961,43.6768710441553
962,45.6740453694276
963,45.977615866869
964,46.8190919825837
965,46.307815355314
966,47.4528619684701
967,47.6232875108933
968,46.7818113951786
969,46.8244177807844
970,47.2398300404411
971,47.1279882782258
972,48.0866319543565
973,48.2677090931812
974,48.9973434466807
975,49.6790456163736
976,48.6724697564364
977,48.6458407654328
978,47.6126359144919
979,47.6179617126926
980,47.4262329774665
981,47.6392649054955
982,47.0427755070142
983,48.1185867435609
984,47.9747901921413
985,48.2730348913819
986,48.5606279942211
987,48.8375695006589
988,49.3488461279286
989,49.2370043657134
990,49.3541719261293
991,49.6364392307678
992,49.380800917133
993,49.3914525135344
994,47.5487263360832
995,47.5220973450795
996,47.3996039864628
997,47.3623233990578
998,47.1120108836236
999,46.9469111394011
1000,47.0907076908207
1001,47.143965672828
1002,47.8789258245282
1003,47.5806811252875
1004,47.4635135648716
1005,47.6552423000977
1006,47.7617582641122
1007,47.474165161273
1008,47.1279882782258
1009,47.6658938964991
1010,47.0896775834454
1011,47.9913494066499
1012,47.6765645689631
1013,48.3861642878163
1014,48.5995777370954
1015,48.1514094936092
1016,47.9113193631702
1017,47.457815783452
1018,47.697905913891
1019,47.1590369544612
1020,47.2870850240286
1021,47.8366246559225
1022,47.713911922587
1023,47.9700080617219
1024,48.3061342443366
1025,48.5568950472396
1026,48.4181763052082
1027,48.1780861747691
1028,48.7756438327507
1029,48.3594876066564
1030,48.6582664356472
1031,48.3541522704244
1032,48.9410392559421
1033,49.2985067834847
1034,49.463902206676
1035,49.1437820327573
1036,50.1414899081373
1037,49.8320404066826
1038,49.47457287914
1039,49.6933216646511
1040,49.8267050704506
1041,49.5065848965318
1042,49.2291474124689
1043,49.5652735950836
1044,49.8960644414663
1045,49.4212195168202
1046,49.4478961979801
1047,48.8450032037665
1048,49.6453036385633
1049,49.6506389747953
1050,49.5012495602999
1051,49.6399683023313
1052,48.6636017718792
1053,48.8450032037665
1054,47.8579660008504
1055,48.1834215110011
1056,50.1628312530652
1057,50.8564249632225
1058,51.8061148125147
1059,52.1262349864335
1060,52.0248635980259
1061,52.232941711073
1062,53.2733322763089
1063,52.7131219719511
1064,51.9555042270101
1065,52.2916304096248
1066,52.9425414299262
1067,53.0279068096379
1068,53.3533623197886
1069,53.4547337081962
1070,52.745133989343
1071,52.8731820589105
1072,52.8785260231372
1073,53.231227662099
1074,53.4182664100333
1075,53.0655647710715
1076,53.2846673043659
1077,53.1029725206583
1078,52.5952959191224
1079,52.2639701370674
1080,52.0021158899594
1081,51.2806807193557
1082,51.7242297501713
1083,51.5906306445039
1084,51.7242297501713
1085,51.5692547875972
1086,51.8578288558386
1087,51.7402616428514
1088,51.7509495713048
1089,51.5104711811035
1090,51.5425349664637
1091,50.5485576202986
1092,50.5164938349385
1093,49.7309310936144
1094,48.742297711676
1095,49.8591862350551
1096,49.0682795295044
1097,49.4049492757861
1098,49.9072819130953
1099,49.6187078448539
1100,48.9614002449705
1101,48.6407623913689
1102,48.8010813181697
1103,49.0415597083709
1104,49.3728854904259
1105,49.5759561310403
1106,49.5278604530001
1107,49.3354777408391
1108,49.0789674579578
1109,49.3621975619725
1110,50.3401430154575
1111,50.3294550870042
1112,50.0729448041228
1113,49.7416190220678
1114,49.7629948789746
1115,50.0943206610296
1116,49.720243165161
1117,50.0729448041228
1118,50.2172318382436
1119,49.3141018839323
1120,49.1324071002247
1121,48.4430357149812
1122,48.7690175328095
1123,48.4911313930214
1124,48.7797054612629
1125,48.3254685019939
1126,48.6888580694091
1127,48.3147805735405
1128,47.6040333313902
1129,47.1177325867611
1130,47.0375731233607
1131,47.5612816175767
1132,47.5399057606699
1133,47.3154592631487
1134,47.2244268041771
1135,46.5229413850426
1136,46.6568126482362
1137,46.4854574313484
1138,46.6889417514027
1139,46.2712634102386
1140,45.8000365637971
1141,46.0838436417676
1142,46.6139738440142
1143,46.8121033135408
1144,46.6568126482362
1145,46.640748096653
1146,47.497524181092
1147,47.310104412621
1148,47.4386208252869
1149,47.4386208252869
1150,47.1869428504829
1151,47.1119749430945
1152,46.7746193598466
1153,46.8870712209292
1154,47.4653950779256
1155,48.2150741518098
1156,48.2418484044485
1157,48.439977873975
1158,48.231138703393
1159,48.482816678197
1160,48.3971390697531
1161,48.4292681729196
1162,48.2257838528653
1163,47.9205573727838
1164,48.2043644507543
1165,48.6166879413906
1166,48.1882998991711
1167,47.9526864759503
1168,47.5028790316198
1169,47.2779753094545
1170,47.2030074020661
1171,46.8549421177627
1172,46.6086189934865
1173,45.8910690227688
1174,45.7036492542977
1175,44.7933246645812
1176,44.921841077247
1177,45.4894552331879
1178,45.6501007490203
1179,45.0503574899129
1180,44.9914541341077
1181,45.1306802478291
1182,45.676875001659
1183,46.2444891575999
1184,45.676875001659
1185,46.0838436417676
1186,45.4359067279105
1187,45.5644231405764
1188,45.9874563322681
1189,45.9713917806849
1190,46.4640380292374
1191,46.6246835450697
1192,46.4211992250154
1193,45.8964238732965
1194,46.0356499870178
1195,45.6179716458538
1196,44.7986795151089
1197,44.8362442918945
1198,45.60900541434
1199,44.9113738454656
1200,44.1171471362854
1201,45.0294345725059
1202,45.088464936026
1203,45.0991977293933
1204,45.6841349679111
1205,45.5553414475035
1206,45.7485317281149
1207,45.426547927096
1208,45.4587463071978
1209,45.6519365878092
1210,45.4480135138305
1211,45.5821734309218
1212,45.2923880100047
1213,45.4480135138305
1214,45.195792869699
1215,45.3836167536267
1216,45.2870216133211
1217,45.5982726209727
1218,46.0758819258176
1219,46.3871329334693
1220,46.5588576273461
1221,46.4139649168875
1222,46.5373920406115
1223,46.3495681566837
1224,46.2154082395925
1225,46.0114851656138
1226,45.9900195788792
1227,46.0007523722465
1228,45.2440904398519
1229,45.0133353824549
1230,45.3084872000557
1231,45.1635944895971
1232,45.3353191834739
1233,45.6036390176564
1234,46.0114851656138
1235,46.5373920406115
1236,46.7735134946921
1237,46.8593758416305
1238,47.2457564028533
1239,46.913039808467
1240,46.5320256439278
1241,46.4890944704586
1242,46.1510114793887
1243,45.6036390176564
1244,45.4963110839834
1245,45.5338758607689
1246,46.1080803059195
1247,47.9594871617787
1248,47.6643353441779
1249,47.2779547829551
1250,46.896940618416
1251,47.4550458735156
1252,47.7609304844836
1253,48.2975701528486
1254,48.0292503186661
1255,48.1634102357574
1256,48.3566005163688
1257,48.5497907969802
1258,48.9415377548866
1259,49.5747725635573
1260,50.0577482650858
1261,50.2026409755443
1262,50.2026409755443
1263,50.3316827859131
1264,50.9661383535595
1265,51.2511056847904
1266,51.5737102107123
1267,51.0199057745464
1268,51.3263800741722
1269,51.1328173586191
1270,50.7833291222037
1271,51.1381941007178
1272,51.2295987163957
1273,51.3263800741722
1274,50.9285011588686
1275,51.347887042567
1276,50.670417538131
1277,51.5522032423175
1278,51.4876823371332
1279,52.1974122941613
1280,52.5146400779845
1281,51.6704915684889
1282,51.9662123839173
1283,52.4286122044053
1284,51.9769658681147
1285,51.8586775419433
1286,52.3210773624314
1287,52.3318308466288
1288,52.3963517518131
1289,51.7242589894759
1290,51.9124449629303
1291,52.1651518415691
1292,52.4823796253923
1293,52.541523788478
1294,52.4232354623066
1295,52.8533748302025
1296,52.7888539250181
1297,52.8533748302025
1298,53.003923608966
1299,52.5576540147741
1300,51.9930960944108
1301,51.8855612524368
1302,51.7242589894759
1303,51.4984358213306
1304,51.4446684003436
1305,51.0790499376321
1306,51.1919615217048
1307,50.7833291222037
1308,50.5951431487493
1309,51.0252825166451
1310,50.0574689388795
1311,50.0037015178925
1312,49.6703435077732
1313,49.35311572395
1314,49.5681854078979
1315,49.4391435975292
1316,49.4552738238253
1317,49.9445573548068
1318,50.2295246860378
1319,50.4661013383805
1320,50.7026779907232
1321,50.2940455912222
1322,50.8155895747959
1323,50.8263430589933
1324,50.7080547328219
1325,49.9377103339275
1326,49.9700324765384
1327,50.260931760037
1328,50.4063814017863
1329,50.8157952081918
1330,50.9720188974781
1331,50.5033478296192
1332,50.2447706887316
1333,49.7330034307248
1334,49.6144889078179
1335,49.9053881913165
1336,49.9915805716124
1337,49.8730660487056
1338,50.260931760037
1339,50.0562248568343
1340,49.7814866446412
1341,49.7599385495672
1342,49.3451377193933
1343,49.6306499791234
1344,49.7491645020302
1345,49.7814866446412
1346,49.2966545054769
1347,49.5067484324481
1348,49.2266231964864
1349,48.8333704613865
1350,48.4077955836756
1351,48.095348205103
1352,48.2192497517783
1353,48.2138627280098
1354,48.7633391523961
1355,48.8603055802289
1356,49.0434643883577
1357,48.806435342544
1358,48.849531532692
1359,49.2266231964864
1360,48.7202429622481
1361,48.6555986770262
1362,48.2515718943893
1363,47.9445115395852
1364,47.6428382085496
1365,47.1903282119962
1366,46.4361448844072
1367,46.193728814825
1368,45.5580600101429
1369,45.0570667996731
1370,41.3184723043391
1371,41.2915371854967
1372,40.661255404583
1373,38.7919581569161
1374,39.8639758868461
1375,39.9771033859844
