timestamp,open,high,low,close,volume
2024-02-29 17:30:00,439.0600,439.0600,438.9800,439.0100,2571
2024-02-29 17:25:00,439.0000,439.0900,439.0000,439.0600,1939
2024-02-29 17:20:00,439.0350,439.0900,439.0000,439.0450,3309
2024-02-29 17:15:00,439.1200,439.1300,439.0000,439.0100,22290
2024-02-29 17:10:00,439.0900,439.1500,439.0600,439.0600,17990
2024-02-29 17:05:00,439.1100,439.1100,439.0800,439.0800,8755
2024-02-29 17:00:00,439.1600,439.1700,439.0800,439.1100,9033
2024-02-29 16:55:00,439.2400,439.2400,439.0900,439.1700,17686
2024-02-29 16:50:00,439.1900,439.2500,412.0870,439.2300,130577
2024-02-29 16:45:00,439.2000,439.2000,439.0000,439.1900,52510
2024-02-29 16:40:00,439.3000,439.3000,439.2000,439.2150,31469
2024-02-29 16:35:00,439.3100,439.4100,439.3100,439.3200,12819
2024-02-29 16:30:00,439.4100,439.4200,439.0000,439.3100,24544
2024-02-29 16:25:00,439.2090,439.3900,439.1600,439.3900,60825
2024-02-29 16:20:00,439.0750,439.4550,439.0650,439.1850,284589
2024-02-29 16:15:00,438.9800,439.1200,438.9200,439.0800,87644
2024-02-29 16:10:00,438.8700,439.4630,438.8600,438.9700,188843
2024-02-29 16:05:00,438.7900,439.0000,437.9660,438.8600,279748
2024-02-29 16:00:00,439.0900,439.2500,438.7500,438.8000,2110980
2024-02-29 15:55:00,439.3100,440.0900,439.0000,439.0900,3080487
2024-02-29 15:50:00,439.1300,439.5600,439.0500,439.3200,1288043
2024-02-29 15:45:00,438.8050,439.3300,438.7900,439.1300,701612
2024-02-29 15:40:00,438.8200,439.1300,438.7300,438.8000,891444
2024-02-29 15:35:00,438.6100,438.8400,438.6100,438.8200,469316
2024-02-29 15:30:00,438.6600,438.9200,438.5300,438.6100,512040
2024-02-29 15:25:00,438.5600,438.7100,438.4750,438.6700,251006
2024-02-29 15:20:00,438.3800,438.5700,438.3800,438.5500,289597
2024-02-29 15:15:00,438.0300,438.3800,437.9500,438.3800,233359
2024-02-29 15:10:00,438.3200,438.3800,438.0000,438.0300,233528
2024-02-29 15:05:00,438.2700,438.3300,438.0900,438.3200,189385
2024-02-29 15:00:00,438.3600,438.5400,438.1800,438.2700,327755
2024-02-29 14:55:00,437.9000,438.3700,437.8900,438.3700,266075
2024-02-29 14:50:00,438.0200,438.0900,437.8000,437.9100,189073
2024-02-29 14:45:00,437.8600,438.0900,437.6400,438.0250,351252
2024-02-29 14:40:00,438.2050,438.2350,437.8600,437.8600,234513
2024-02-29 14:35:00,438.1500,438.2600,438.0800,438.2050,184590
2024-02-29 14:30:00,438.1100,438.2700,437.9000,438.1300,243794
2024-02-29 14:25:00,438.5000,438.5000,437.8250,438.0950,392275
2024-02-29 14:20:00,438.7300,438.8200,438.4800,438.4900,225809
2024-02-29 14:15:00,438.5700,438.8750,438.4950,438.7400,308739
2024-02-29 14:10:00,438.3200,438.6100,438.2800,438.5700,327650
2024-02-29 14:05:00,438.4000,438.4050,438.0700,438.2900,279352
2024-02-29 14:00:00,438.3600,438.5100,438.2100,438.3640,649599
2024-02-29 13:55:00,438.3700,438.4800,438.3300,438.3750,209963
2024-02-29 13:50:00,438.2000,438.4800,438.1550,438.3740,242245
2024-02-29 13:45:00,438.1400,438.3000,438.0510,438.1900,236318
2024-02-29 13:40:00,438.3500,438.3650,438.0050,438.1300,239474
2024-02-29 13:35:00,438.3800,438.5550,438.2400,438.3500,178340
2024-02-29 13:30:00,438.5600,438.6700,438.3700,438.3850,254666
2024-02-29 13:25:00,438.3000,438.6500,438.2700,438.5500,406029
2024-02-29 13:20:00,438.3700,438.4300,438.0850,438.2930,391781
2024-02-29 13:15:00,438.4000,438.4690,438.1400,438.3600,345897
2024-02-29 13:10:00,438.2750,438.5100,438.2500,438.4000,289599
2024-02-29 13:05:00,438.1600,438.2950,438.0100,438.2700,413136
2024-02-29 13:00:00,437.9600,438.2200,437.9200,438.1800,304458
2024-02-29 12:55:00,437.8850,438.0400,437.8400,437.9600,466290
2024-02-29 12:50:00,437.4600,437.8980,437.3400,437.8810,426139
2024-02-29 12:45:00,437.1300,437.5600,436.9400,437.4500,401286
2024-02-29 12:40:00,437.1500,437.3600,436.9700,437.1320,422944
2024-02-29 12:35:00,436.9800,437.1400,436.8700,437.1200,184292
2024-02-29 12:30:00,436.7800,437.2200,436.7600,436.9900,311163
2024-02-29 12:25:00,437.2200,437.2800,436.7200,436.7900,350728
2024-02-29 12:20:00,437.3600,437.5000,437.0550,437.2350,287600
2024-02-29 12:15:00,437.3100,437.4600,437.1500,437.3700,1387088
2024-02-29 12:10:00,437.1300,437.3800,437.1000,437.3100,523361
2024-02-29 12:05:00,437.2700,437.4000,436.8900,437.1400,376807
2024-02-29 12:00:00,437.0800,437.5300,436.9400,437.3000,702955
2024-02-29 11:55:00,436.8350,437.1600,436.7900,437.0900,512747
2024-02-29 11:50:00,436.4800,436.8700,436.4400,436.8300,414820
2024-02-29 11:45:00,435.9500,436.5200,435.6200,436.5050,538925
2024-02-29 11:40:00,435.5800,435.9750,435.0200,435.9600,906760
2024-02-29 11:35:00,436.4800,436.8100,435.5260,435.5800,728158
2024-02-29 11:30:00,436.9790,437.0090,436.3710,436.4700,473105
2024-02-29 11:25:00,437.4300,437.5400,436.9520,436.9710,280028
2024-02-29 11:20:00,437.6600,437.6800,437.2710,437.4600,222644
2024-02-29 11:15:00,437.7300,437.8300,437.4800,437.6500,203491
2024-02-29 11:10:00,437.5300,437.7600,437.3500,437.7400,202504
2024-02-29 11:05:00,437.2500,437.6700,437.2000,437.5400,301886
2024-02-29 11:00:00,437.5900,437.6550,436.6900,437.2460,569382
2024-02-29 10:55:00,437.4500,437.7300,437.2050,437.5850,360119
2024-02-29 10:50:00,438.2600,438.3000,437.4100,437.4250,281591
2024-02-29 10:45:00,437.6500,438.3800,437.3700,438.2400,505651
2024-02-29 10:40:00,438.2800,438.3400,437.5300,437.6500,393848
2024-02-29 10:35:00,437.9800,438.3700,437.8200,438.2900,440990
2024-02-29 10:30:00,437.9100,438.1400,437.7500,437.9900,291468
2024-02-29 10:25:00,437.9900,438.2100,437.7800,437.9000,299478
2024-02-29 10:20:00,437.6300,438.1200,437.4600,437.9900,407642
2024-02-29 10:15:00,437.1900,437.8150,437.0200,437.6500,611866
2024-02-29 10:10:00,438.6200,438.6400,437.0200,437.1800,1071306
2024-02-29 10:05:00,439.0500,439.1400,438.3100,438.6100,535566
2024-02-29 10:00:00,438.7800,439.1600,438.6000,439.0200,598272
2024-02-29 09:55:00,438.8000,439.0700,438.6620,438.7800,466914
2024-02-29 09:50:00,438.4800,438.9700,438.3000,438.7900,472736
2024-02-29 09:45:00,438.5250,438.7900,438.2800,438.4800,714246
2024-02-29 09:40:00,438.5700,438.8700,438.2300,438.5000,711539
2024-02-29 09:35:00,438.9300,439.2700,438.3700,438.5600,990828
2024-02-29 09:30:00,438.2300,439.0900,437.9800,438.9300,1742821
2024-02-29 09:25:00,437.9300,438.3200,437.8200,438.2000,79588
2024-02-29 09:20:00,437.8000,438.0000,437.7500,437.9100,62474
2024-02-29 09:15:00,438.0500,438.0600,437.7900,437.8000,103008
2024-02-29 09:10:00,438.0000,438.3100,437.9500,438.0700,118452
2024-02-29 09:05:00,437.8800,438.0500,437.8100,437.9800,106640
2024-02-29 09:00:00,437.6700,437.9200,437.6600,437.9100,97847
2024-02-29 08:55:00,437.9700,437.9950,437.6000,437.6300,77608
2024-02-29 08:50:00,437.8700,438.1200,437.7400,437.9650,94080
2024-02-29 08:45:00,437.7900,438.0000,435.1700,437.8400,111249
2024-02-29 08:40:00,437.3500,437.9000,437.3500,437.7900,200126
2024-02-29 08:35:00,436.6000,437.3400,436.6000,437.3200,227213
2024-02-29 08:30:00,434.1200,436.6000,434.1200,436.4900,438666
2024-02-29 08:25:00,434.2800,434.4190,434.1000,434.2900,29890
2024-02-29 08:20:00,434.4200,434.5000,434.2200,434.2700,11363
2024-02-29 08:15:00,434.4100,435.5960,434.3300,434.3900,9075
2024-02-29 08:10:00,434.3700,434.4500,434.2500,434.4100,8230
2024-02-29 08:05:00,435.7500,435.8000,433.4300,434.3200,23191
2024-02-29 08:00:00,434.7500,435.8000,433.3600,435.3900,62022
2024-02-29 07:55:00,434.3200,434.4600,434.3200,434.4000,5876
2024-02-29 07:50:00,434.2400,434.3200,434.2000,434.2500,4100
2024-02-29 07:45:00,434.2600,434.3300,434.2400,434.2800,2449
2024-02-29 07:40:00,434.3200,434.3200,434.0600,434.1700,3911
2024-02-29 07:35:00,434.4200,434.5400,434.3300,434.3300,5538
2024-02-29 07:30:00,434.4300,434.4500,434.3500,434.4100,1582
2024-02-29 07:25:00,434.3300,434.4800,434.2900,434.4100,9539
2024-02-29 07:20:00,434.3500,434.3800,434.1800,434.3500,4819
2024-02-29 07:15:00,434.5200,434.5300,434.3200,434.3200,5141
2024-02-29 07:10:00,434.5300,434.6000,434.3800,434.5600,13608
2024-02-29 07:05:00,434.5810,434.6200,434.4810,434.5400,11262
2024-02-29 07:00:00,434.8400,434.8500,434.5700,434.6090,8913
2024-02-29 06:55:00,434.8600,434.8600,434.7600,434.7900,1237
2024-02-29 06:50:00,434.6600,434.8000,434.6600,434.8000,1313
2024-02-29 06:45:00,434.5400,434.6300,434.5400,434.5900,130
2024-02-29 06:40:00,434.6000,434.6200,434.5100,434.5100,726
2024-02-29 06:35:00,434.6300,434.6300,434.5000,434.6100,799
2024-02-29 06:30:00,434.6000,434.6000,434.5200,434.5800,731
2024-02-29 06:25:00,434.6400,434.6700,434.5700,434.6500,296
2024-02-29 06:20:00,434.6300,434.7200,434.5300,434.7200,565
2024-02-29 06:15:00,434.6900,434.7500,434.5400,434.5900,4025
2024-02-29 06:10:00,434.8100,434.8600,434.7300,434.7700,971
2024-02-29 06:05:00,434.5800,434.8100,434.5800,434.7700,3774
2024-02-29 06:00:00,434.2800,434.5600,434.2700,434.5600,1099
2024-02-29 05:55:00,434.3300,434.4000,434.3300,434.3300,790
2024-02-29 05:50:00,434.3200,434.3200,434.2300,434.2500,83
2024-02-29 05:45:00,434.3600,434.3700,434.1600,434.3300,791
2024-02-29 05:40:00,434.3700,434.4100,434.3600,434.4100,134
2024-02-29 05:35:00,434.2800,434.3200,434.1800,434.3200,4436
2024-02-29 05:30:00,434.4300,434.4800,434.2800,434.2800,2682
2024-02-29 05:25:00,434.5000,434.5000,434.3600,434.4700,1000
2024-02-29 05:20:00,434.3900,434.5600,434.3400,434.5400,4062
2024-02-29 05:15:00,434.5000,434.5000,434.3000,434.3000,2842
2024-02-29 05:10:00,434.2200,434.5000,434.2200,434.5000,1829
2024-02-29 05:05:00,434.4100,434.4100,434.2000,434.2000,373
2024-02-29 05:00:00,434.3500,434.4200,434.3500,434.3900,1783
2024-02-29 04:55:00,434.3200,434.4200,434.3000,434.3500,1233
2024-02-29 04:50:00,434.4600,434.4600,434.3000,434.3700,849
2024-02-29 04:45:00,434.2600,434.5000,434.2600,434.4800,1641
2024-02-29 04:40:00,434.1800,434.3100,434.1300,434.2300,5080
2024-02-29 04:35:00,434.0900,434.3500,434.0900,434.1100,3392
2024-02-29 04:30:00,433.9700,434.1400,433.9600,434.0600,801
2024-02-29 04:25:00,434.0800,434.0900,433.8400,434.0300,2445
2024-02-29 04:20:00,434.1200,434.2700,434.0900,434.1100,3371
2024-02-29 04:15:00,433.9500,434.0800,433.9500,434.0800,1965
2024-02-29 04:10:00,433.9800,434.1900,433.8800,433.9700,2538
2024-02-29 04:05:00,433.9600,434.0000,433.7900,433.9700,3020
2024-02-29 04:00:00,434.8700,434.8700,433.8800,433.9300,15724
2024-02-28 19:55:00,434.8400,434.9300,434.8400,434.8500,9325
2024-02-28 19:50:00,434.9200,434.9300,434.8400,434.8500,2774
2024-02-28 19:45:00,434.8500,434.9600,434.8000,434.9550,16872
2024-02-28 19:40:00,434.7000,434.8600,434.6700,434.8400,49558
2024-02-28 19:35:00,434.6700,434.7000,434.6000,434.6900,28516
2024-02-28 19:30:00,434.6100,434.6600,434.5900,434.6600,3887
2024-02-28 19:25:00,434.5900,434.6300,434.5300,434.6000,1767
2024-02-28 19:20:00,434.4700,434.5800,434.4500,434.5800,8093
2024-02-28 19:15:00,434.4600,434.4600,434.3800,434.4300,3741
2024-02-28 19:10:00,434.4300,434.5000,434.4300,434.4700,2204
2024-02-28 19:05:00,434.2600,434.4900,434.2500,434.4200,6471
2024-02-28 19:00:00,434.1200,434.2600,434.0800,434.2400,1105
2024-02-28 18:55:00,434.0100,434.1500,434.0000,434.1400,2675
2024-02-28 18:50:00,434.2200,434.2300,434.0350,434.0350,1677
2024-02-28 18:45:00,434.2510,434.2510,434.1900,434.2300,603
2024-02-28 18:40:00,434.2400,434.2800,434.1800,434.2690,4924
2024-02-28 18:35:00,434.2200,434.2500,434.1300,434.2500,1369
2024-02-28 18:30:00,434.2900,434.3200,434.2100,434.2100,3985
2024-02-28 18:25:00,434.2500,434.2900,434.2300,434.2700,1013
2024-02-28 18:20:00,434.2100,434.2600,434.1400,434.2500,1920
2024-02-28 18:15:00,434.2500,434.3200,434.2100,434.2100,6173
2024-02-28 18:10:00,434.3050,434.3200,434.2000,434.2500,15380
2024-02-28 18:05:00,434.1200,434.3350,434.1200,434.3000,19608
2024-02-28 18:00:00,433.9100,434.2700,433.9100,434.1200,85452
2024-02-28 17:55:00,433.8550,433.9100,433.8200,433.9100,15504
2024-02-28 17:50:00,433.8800,433.9100,433.8300,433.8900,1858
2024-02-28 17:45:00,433.8500,433.9000,433.8300,433.8450,1880
2024-02-28 17:40:00,433.9000,433.9100,433.8000,433.8500,1085
2024-02-28 17:35:00,433.9000,433.9500,433.8400,433.8500,4245
2024-02-28 17:30:00,433.9200,433.9700,433.8300,433.8800,3263
2024-02-28 17:25:00,433.9600,434.0000,433.8900,433.9150,4371
2024-02-28 17:20:00,433.9450,434.0200,433.9300,433.9500,28481
2024-02-28 17:15:00,433.8700,433.9700,433.7900,433.9300,10743
2024-02-28 17:10:00,433.7300,433.8800,433.7300,433.8350,11737
2024-02-28 17:05:00,433.7900,433.7900,433.5600,433.7790,27016
2024-02-28 17:00:00,433.9100,435.2700,433.7300,433.7900,29890
2024-02-28 16:55:00,433.7900,434.0000,433.7900,433.9000,56824
2024-02-28 16:50:00,433.6000,435.2700,424.9210,433.7610,31423
2024-02-28 16:45:00,433.7200,433.7200,433.5800,433.6000,27392
2024-02-28 16:40:00,433.7800,433.8000,433.6110,433.6850,49102
2024-02-28 16:35:00,433.9600,433.9900,433.7700,433.7900,142962
2024-02-28 16:30:00,434.0500,434.0800,433.9500,433.9500,34375
2024-02-28 16:25:00,434.0400,435.2700,434.0200,434.0500,155581
2024-02-28 16:20:00,435.2700,435.2700,433.9600,434.0200,124106
2024-02-28 16:15:00,434.2000,435.2700,433.9600,434.0000,78154
2024-02-28 16:10:00,434.2200,435.2420,434.0900,434.2200,911305
2024-02-28 16:05:00,434.6700,435.2700,434.1400,434.2300,472912
2024-02-28 16:00:00,435.2800,435.4760,434.4400,434.6700,1000755
2024-02-28 15:55:00,434.7800,435.3500,434.7700,435.2800,1532486
2024-02-28 15:50:00,435.1800,435.1800,434.6550,434.7800,592703
2024-02-28 15:45:00,435.1850,435.2500,434.8700,435.1700,404487
2024-02-28 15:40:00,435.3100,435.4200,435.1210,435.1900,281210
2024-02-28 15:35:00,435.5600,435.5950,435.2600,435.3300,289236
2024-02-28 15:30:00,435.4700,435.5700,435.2700,435.5540,316204
2024-02-28 15:25:00,435.2900,435.5400,435.2400,435.4850,291118
2024-02-28 15:20:00,435.1000,435.4150,434.9500,435.2900,298466
2024-02-28 15:15:00,434.9100,435.1300,434.8500,435.1100,218656
2024-02-28 15:10:00,434.9800,435.0100,434.7900,434.9200,239203
2024-02-28 15:05:00,435.4500,435.4550,434.8300,434.9800,424571
2024-02-28 15:00:00,435.2100,435.5500,435.2000,435.4480,381833
2024-02-28 14:55:00,434.9500,435.2300,434.9100,435.2000,611362
2024-02-28 14:50:00,434.7500,434.9890,434.4750,434.9500,415604
2024-02-28 14:45:00,434.7320,434.9800,434.6700,434.7500,332000
2024-02-28 14:40:00,434.8300,434.8300,434.5800,434.7300,287971
2024-02-28 14:35:00,434.9600,434.9650,434.5500,434.8460,453056
2024-02-28 14:30:00,435.1000,435.1000,434.9000,434.9650,246620
2024-02-28 14:25:00,435.4100,435.4400,435.0840,435.1000,241991
2024-02-28 14:20:00,435.3200,435.4700,435.1900,435.4070,312782
2024-02-28 14:15:00,435.1800,435.4400,434.9800,435.3400,600321
2024-02-28 14:10:00,435.5700,435.6250,435.0500,435.1800,455444
2024-02-28 14:05:00,435.9000,435.9000,435.5000,435.5800,528897
2024-02-28 14:00:00,436.0500,436.1700,435.8900,435.9000,230092
2024-02-28 13:55:00,435.8500,436.0600,435.8200,436.0590,225504
2024-02-28 13:50:00,435.7800,435.8800,435.6600,435.8400,366728
2024-02-28 13:45:00,435.9900,436.0900,435.7200,435.7800,272368
2024-02-28 13:40:00,436.1100,436.2000,435.9700,435.9800,195572
2024-02-28 13:35:00,435.9650,436.1200,435.9000,436.1200,196772
2024-02-28 13:30:00,435.8100,436.0600,435.8100,435.9700,347573
2024-02-28 13:25:00,435.6750,435.8500,435.5800,435.7800,265292
2024-02-28 13:20:00,435.4400,435.7300,435.4240,435.6800,239092
2024-02-28 13:15:00,435.2100,435.5700,435.1700,435.4400,420399
2024-02-28 13:10:00,434.8800,435.1900,434.7200,435.1900,253567
2024-02-28 13:05:00,435.0400,435.1000,434.7300,434.8760,339612
2024-02-28 13:00:00,435.2700,435.3950,435.0200,435.0450,291547
2024-02-28 12:55:00,435.3830,435.4500,435.2500,435.2900,168854
2024-02-28 12:50:00,435.3500,435.4500,435.2200,435.3860,193706
2024-02-28 12:45:00,435.1100,435.4400,435.0600,435.3400,369337
2024-02-28 12:40:00,434.8460,435.1590,434.7800,435.1200,381989
2024-02-28 12:35:00,435.0600,435.1950,434.8100,434.8500,343251
2024-02-28 12:30:00,435.6100,435.6200,434.9100,435.0500,441973
2024-02-28 12:25:00,435.8900,435.9300,435.4900,435.6100,230248
2024-02-28 12:20:00,435.8300,436.0300,435.6600,435.8900,240284
2024-02-28 12:15:00,436.0800,436.1700,435.8200,435.8300,180184
2024-02-28 12:10:00,436.1300,436.2200,435.9320,436.0900,330773
2024-02-28 12:05:00,436.3700,436.4000,436.0750,436.1250,122810
2024-02-28 12:00:00,436.4000,436.4700,436.0200,436.3750,440412
2024-02-28 11:55:00,436.3900,436.5500,436.2600,436.3900,187783
2024-02-28 11:50:00,436.4690,436.6400,436.3890,436.3900,257610
2024-02-28 11:45:00,436.5500,436.6700,436.3600,436.4600,214775
2024-02-28 11:40:00,436.4600,436.5800,436.3010,436.5450,182797
2024-02-28 11:35:00,436.3000,436.6100,436.2300,436.4400,245831
2024-02-28 11:30:00,436.3500,436.4800,436.1600,436.2800,180625
2024-02-28 11:25:00,436.3080,436.3900,436.1700,436.3300,171568
2024-02-28 11:20:00,436.2700,436.5000,436.2100,436.3000,323100
2024-02-28 11:15:00,435.9000,436.3400,435.9000,436.2520,285982
2024-02-28 11:10:00,435.9800,436.0900,435.7600,435.9000,232146
2024-02-28 11:05:00,436.1000,436.2100,435.9150,435.9780,267115
2024-02-28 11:00:00,435.5500,436.2500,435.5500,436.1000,559894
2024-02-28 10:55:00,435.2500,435.6000,435.1300,435.5440,272574
2024-02-28 10:50:00,435.2000,435.3800,435.1050,435.2400,283045
2024-02-28 10:45:00,435.3920,435.5500,435.1700,435.1900,327031
2024-02-28 10:40:00,435.3900,435.4800,435.1800,435.4000,198637
2024-02-28 10:35:00,435.2700,435.5400,435.1400,435.3860,334826
2024-02-28 10:30:00,434.9500,435.3600,434.8900,435.2600,367105
2024-02-28 10:25:00,434.8800,435.0890,434.5400,434.9300,462700
2024-02-28 10:20:00,435.1500,435.3050,434.8300,434.8600,348020
2024-02-28 10:15:00,435.1000,435.3900,434.9660,435.1800,318760
2024-02-28 10:10:00,435.1200,435.4200,435.0400,435.0800,538466
2024-02-28 10:05:00,434.8100,435.2200,434.4400,435.1400,485454
2024-02-28 10:00:00,434.7600,434.9900,434.3700,434.8090,621030
2024-02-28 09:55:00,434.5400,434.9490,434.4700,434.7700,534721
2024-02-28 09:50:00,434.9800,434.9900,434.3000,434.5300,837765
2024-02-28 09:45:00,435.4200,435.4300,434.8500,434.9890,657896
2024-02-28 09:40:00,435.7500,435.9800,435.2510,435.4100,469719
2024-02-28 09:35:00,435.5080,435.9400,435.4800,435.7500,697769
2024-02-28 09:30:00,435.4300,435.9100,434.9000,435.5000,1063334
2024-02-28 09:25:00,435.4700,435.5700,435.3400,435.4500,53519
2024-02-28 09:20:00,435.5000,435.7300,435.4600,435.4800,18662
2024-02-28 09:15:00,435.3990,435.5700,435.2800,435.5150,33054
2024-02-28 09:10:00,435.5200,435.5300,435.3500,435.3950,32056
2024-02-28 09:05:00,435.6900,435.7750,435.4600,435.4950,41239
2024-02-28 09:00:00,435.9900,435.9900,435.6700,435.7050,6125
2024-02-28 08:55:00,435.6000,436.0000,435.5600,435.9400,18445
2024-02-28 08:50:00,435.9500,436.0200,435.4900,435.6100,32925
2024-02-28 08:45:00,435.6300,437.6000,435.6200,435.9200,31786
2024-02-28 08:40:00,435.8000,435.8000,435.3400,435.6200,103137
2024-02-28 08:35:00,436.0900,436.2500,435.7600,435.8300,33106
2024-02-28 08:30:00,435.6000,436.3400,435.4500,436.0900,98048
2024-02-28 08:25:00,435.8200,435.8300,435.6000,435.7100,17261
2024-02-28 08:20:00,435.7500,435.8700,435.7250,435.7800,19355
2024-02-28 08:15:00,435.5050,435.8000,435.4200,435.7600,22278
2024-02-28 08:10:00,435.7500,435.7500,435.4600,435.4900,10975
2024-02-28 08:05:00,437.3400,437.9280,435.6400,435.7400,9437
2024-02-28 08:00:00,436.1020,437.6000,434.7500,437.1000,45468
2024-02-28 07:55:00,435.5600,435.5600,435.4100,435.4400,28104
2024-02-28 07:50:00,435.7600,435.8100,435.5300,435.5600,31845
2024-02-28 07:45:00,435.9000,436.0000,435.7400,435.8000,8925
2024-02-28 07:40:00,435.9100,435.9400,435.8000,435.9000,11867
2024-02-28 07:35:00,436.0800,436.1400,435.9500,435.9500,2908
2024-02-28 07:30:00,435.9200,436.0500,435.9100,436.0300,9537
2024-02-28 07:25:00,435.9200,436.0600,435.8900,435.9400,5170
2024-02-28 07:20:00,435.8300,436.0100,435.8000,435.9600,9986
2024-02-28 07:15:00,435.9000,435.9300,435.6700,435.8800,18019
2024-02-28 07:10:00,436.0800,436.1700,435.8500,435.9100,25861
2024-02-28 07:05:00,436.0500,436.2900,435.9800,436.1100,9987
2024-02-28 07:00:00,436.0300,436.2400,435.9900,436.0600,33639
2024-02-28 06:55:00,436.0300,436.0400,435.7700,435.9900,1464
2024-02-28 06:50:00,436.1600,436.1600,436.0100,436.0900,1407
2024-02-28 06:45:00,436.1000,436.1500,436.0100,436.1400,2366
2024-02-28 06:40:00,436.0400,436.2400,436.0400,436.1100,8691
2024-02-28 06:35:00,435.8400,436.0300,435.8400,436.0000,6562
2024-02-28 06:30:00,435.9000,436.0000,435.8500,435.8500,2182
2024-02-28 06:25:00,435.9800,436.0300,435.9800,435.9800,274
2024-02-28 06:20:00,435.8900,436.0400,435.8900,435.9200,1774
2024-02-28 06:15:00,435.8500,435.9500,435.7700,435.9100,2603
2024-02-28 06:10:00,435.6800,435.8200,435.6800,435.8200,3473
2024-02-28 06:05:00,435.7700,435.7900,435.6500,435.6500,4715
2024-02-28 06:00:00,435.8700,435.8700,435.7500,435.7900,1930
2024-02-28 05:55:00,435.8100,435.9700,435.7400,435.8800,2464
2024-02-28 05:50:00,435.7600,435.8000,435.6700,435.7500,1445
2024-02-28 05:45:00,435.7700,435.8300,435.7100,435.7600,703
2024-02-28 05:40:00,435.7700,436.0000,435.7500,435.7500,3141
2024-02-28 05:35:00,435.4500,435.9000,435.4500,435.7200,6491
2024-02-28 05:30:00,435.3700,435.5900,435.3000,435.4300,3268
2024-02-28 05:25:00,435.1900,435.5500,435.1600,435.4700,4613
2024-02-28 05:20:00,435.0000,435.2000,434.9400,435.1800,5391
2024-02-28 05:15:00,434.9900,434.9900,434.8600,434.9600,1133
2024-02-28 05:10:00,434.9400,435.0300,434.8000,434.9400,11392
2024-02-28 05:05:00,434.9300,435.0400,434.8400,434.8900,1675
2024-02-28 05:00:00,434.7800,435.0600,434.7800,434.8600,3988
2024-02-28 04:55:00,434.8400,435.0400,434.7500,434.7900,9880
2024-02-28 04:50:00,434.8600,435.0300,434.8400,434.8400,7872
2024-02-28 04:45:00,434.8700,434.9900,434.7100,434.8200,4680
2024-02-28 04:40:00,435.3300,435.3800,434.7500,434.9100,11216
2024-02-28 04:35:00,435.3100,435.4700,435.2000,435.3100,7075
2024-02-28 04:30:00,435.5000,435.5800,435.2700,435.3600,29935
2024-02-28 04:25:00,436.0900,436.1000,435.5600,435.5600,3991
2024-02-28 04:20:00,436.2000,436.2100,436.0000,436.1000,5259
2024-02-28 04:15:00,436.1300,436.2800,436.0500,436.1300,6674
2024-02-28 04:10:00,436.2300,436.3900,436.1700,436.1700,5362
2024-02-28 04:05:00,436.2600,436.3600,436.2300,436.2400,8663
2024-02-28 04:00:00,436.0000,436.3700,435.9200,436.1900,12744
2024-02-27 19:55:00,437.3200,437.3700,437.2600,437.2900,13609
2024-02-27 19:50:00,437.3200,437.3700,437.3000,437.3200,19726
2024-02-27 19:45:00,437.3500,437.3800,437.3200,437.3200,1395
2024-02-27 19:40:00,437.3300,437.3900,437.3300,437.3500,1737
